Brand,Model,Type,Gender,Size,Color,Material,Price,Initial Price,Discount (%),Price Category,Color Diversity Score,Is Just In,Is Best Seller,Is Coming Soon,Is Member Product,Is Sustainable Materials,Is Launching in SNKRS,Is Sold Out,Is Available in SNKRS,Is Customize,Marketing Appeal Score,Sale Quantity
Nike,Air Force 1,Basketball,Men,US 11,White,Leather,61.61839041606996,95.00011494644829,35.13861488398795,1,3,1,1,1,0,1,1,0,1,1,3,68
Nike,Zoom Fly 3,Running,Women,US 9,Blue,Mesh,78.57005746016772,127.34292995153487,38.300416450233634,1,3,0,1,1,1,0,1,1,0,1,10,394
Converse,Pro Leather,Basketball,Women,US 8.5,White,Leather,204.6283747837343,229.74194333282176,10.931207503849667,4,4,1,0,0,0,0,1,0,1,1,5,952
New Balance,327,Lifestyle,Women,US 6.5,White/Green,Suede/Mesh,111.87454357255642,124.35601411770767,10.03688533578848,2,4,0,0,0,0,0,0,1,1,1,7,784
New Balance,FuelCell Rebel V2,Running,Men,US 11,Black/Yellow,Mesh,80.31901496001987,103.89122565240257,22.68931812514195,1,4,0,0,0,1,0,1,0,0,1,4,618
New Balance,990v5,Running,Women,US 6.5,Grey,Suede/Mesh,54.3646793550979,84.60194552788023,35.74062745734111,1,3,0,0,0,0,0,0,1,0,0,7,947
Reebok,Classic Leather,Casual,Men,US 11,White,Leather,156.48413645504343,172.96105672033198,9.52637580835944,3,2,0,1,1,0,1,1,1,1,1,8,343
Asics,Gel-Kayano 27,Running,Women,US 7,Grey,Mesh,192.60921012686373,228.93329884912342,15.86666898387673,3,1,1,1,0,1,0,1,1,0,0,10,694
Adidas,Ultraboost DNA,Running,Men,US 11.5,Black/White,Primeknit,168.12756679892755,218.03754235933556,22.890542160924817,3,3,0,1,0,1,1,0,0,1,1,10,511
Puma,Calibrate Runner,Running,Men,US 8.5,Black,Mesh,51.56831815438336,79.63789719364112,35.24650954934938,1,4,0,0,0,0,0,0,0,1,1,4,387
New Balance,Fresh Foam Hierro v6,Trail Running,Men,US 10,Grey/Orange,Synthetic/Mesh,184.59332447888647,208.78246674809498,11.585811129626006,3,1,1,1,1,0,0,0,1,0,1,5,853
Vans,Sk8-Hi,Skate,Women,US 9,Purple,Suede/Canvas,176.18435804583268,202.21252471921133,12.871688689669888,3,2,1,1,1,1,0,1,0,0,0,3,501
Reebok,Zig Kinetica,Running,Women,US 9,Pink,Mesh,194.5413915396457,209.14723867545374,6.983523774116282,3,1,1,0,1,0,0,1,0,0,1,5,393
Skechers,Summits,Training,Men,US 8,Grey,Mesh,196.53981011805607,241.87075417510502,18.741804568993533,3,4,0,0,1,0,1,0,0,1,1,8,766
Nike,Air Max 2090,Running,Men,US 12,Black,Mesh/Synthetic,105.36286155826116,131.95588777911524,20.15296677429727,2,3,1,0,1,0,0,1,0,1,0,3,680
Nike,Air Force 1,Basketball,Men,US 11,White,Leather,145.36869366356342,170.85967012055707,14.919247145337131,2,3,0,0,0,1,1,0,0,1,0,5,814
Nike,Air Max 97,Running,Men,US 11,Silver,Synthetic/Leather,52.42062335522149,88.80823427244046,40.9732399425838,1,4,0,0,1,0,1,1,0,0,0,10,134
Converse,Chuck 70,Casual,Women,US 7,Ivory,Canvas,127.6331412253991,155.31447806264404,17.822766546000974,2,3,1,1,1,1,0,1,0,0,1,1,746
New Balance,FuelCell Rebel V2,Running,Men,US 11,Black/Yellow,Mesh,80.31901496001987,116.24835371233371,30.90739576512541,1,4,1,1,1,1,1,1,0,0,1,2,786
Puma,RS-Fast,Lifestyle,Men,US 9.5,Yellow,Leather/Synthetic,196.16419299614597,208.62204460137747,5.971493390851966,3,3,1,0,0,1,1,0,0,1,1,3,709
Fila,Memory Fresh 2,Walking,Men,US 10,White,Synthetic,58.40493503428106,100.95386878317015,42.146907554653666,1,3,0,1,0,1,0,1,0,0,1,1,438
Fila,Mindblower,Fashion,Men,US 12,White/Navy/Red,Synthetic/Leather,81.45464163594306,129.07479975111917,36.893458837043994,1,3,0,1,1,0,1,0,0,0,0,9,841
Vans,Sk8-Hi,Skate,Men,US 9.5,Blue/White,Suede/Canvas,206.36477266898711,242.31538811536257,14.836290722593287,4,2,0,1,0,1,0,0,0,1,0,9,276
Nike,Air Max 2090,Running,Women,US 7.5,Green,Mesh,165.45580584662625,213.63844300097867,22.55335532197812,3,2,0,1,1,0,0,0,0,0,1,5,335
Asics,Gel-Quantum 180,Running,Women,US 9,Grey,Mesh/Synthetic,100.1933322680596,116.25062484285814,13.812650552634873,1,4,0,0,0,1,1,0,1,0,0,4,333
Asics,Gel-Kayano Lite,Running,Women,US 8.5,Purple,Mesh/Synthetic,110.58314576663852,139.67979334585266,20.830964080230054,2,2,0,1,0,1,1,0,1,1,0,5,742
Fila,Venom,Fashion,Men,US 9.5,White/Red,Leather/Synthetic,141.6601283057313,175.7323976635492,19.38872388405661,2,4,1,1,1,0,1,0,0,1,0,4,996
Asics,Gel-Quantum 180,Running,Men,US 11.5,Black,Mesh,221.30744474958536,254.57691064643282,13.068532339546499,4,1,0,1,0,1,1,0,0,1,1,5,158
Skechers,Max Cushioning,Running,Men,US 11,Black,Mesh,78.00481951066354,104.06329067422527,25.040983227350488,1,1,1,0,1,1,1,0,0,1,0,7,184
Fila,Mindblower,Fashion,Men,US 9,White,Leather,166.56136701669794,190.0847433913484,12.375204845462164,3,2,1,1,1,0,1,0,1,1,1,8,987
Puma,Clyde All-Pro,Basketball,Men,US 11,Red/White,Leather,176.91648351006074,191.9894444120775,7.85093209065433,3,1,1,0,1,1,1,1,1,1,1,2,340
Skechers,Max Cushioning,Walking,Men,US 11,Grey,Mesh,246.19747563253702,271.8671736550281,9.441999810930962,4,1,1,0,0,1,0,0,0,0,1,4,936
Converse,Jack Purcell,Casual,Women,US 7.5,White,Canvas,196.29929806807246,212.80573067229187,7.756573355460213,3,3,1,0,0,1,0,1,0,0,0,8,851
New Balance,574,Casual,Women,US 7.5,Grey,Suede,94.41517413866411,133.78980119835285,29.430215686854233,1,3,0,0,1,0,0,0,0,1,0,7,664
Nike,Air Zoom Pegasus 38,Running,Men,US 10,Blue,Mesh/Synthetic,131.42129782512552,149.77453524490912,12.25391044597311,2,4,0,1,1,1,1,1,0,1,0,9,762
Reebok,Zig Kinetica II,Running,Men,US 9,Blue,Mesh,78.39439795219877,90.73701016358012,13.602621674584785,1,1,0,0,0,0,1,1,0,0,0,5,557
Skechers,Go Run Mojo 2.0,Running,Men,US 9,Black,Mesh,198.09522639070383,230.1898719033932,13.942683597373454,3,4,0,0,1,0,1,1,1,1,1,6,678
Fila,Trailblazer,Fashion,Women,US 7,Cream,Synthetic,98.3787656517678,132.18795496054386,25.57660364657855,1,4,1,0,0,0,0,1,0,1,1,8,893
Puma,Calibrate Runner,Running,Men,US 9.5,Black,Mesh,72.81915697758667,117.6956794288069,38.12928619726066,1,1,1,0,0,1,0,1,1,0,1,5,871
Vans,Era,Skate,Men,US 8.5,Red,Canvas,210.79170151050405,243.87096600721134,13.564248765771126,4,2,1,0,0,1,0,1,0,0,0,9,78
Fila,Original Fitness,Fashion,Men,US 10.5,White,Leather,171.15584989053806,194.9750840394759,12.216552830983897,3,1,0,1,1,1,1,0,0,1,0,4,443
New Balance,Fresh Foam 1080v11,Running,Women,US 8,Green,Mesh,246.99793122817502,289.1184064892278,14.5685900017653,4,3,0,0,1,1,0,0,1,1,0,8,76
Nike,React Infinity Run Flyknit,Running,Men,US 12,Black,Flyknit,221.13921876750788,252.75037449500473,12.506868007873754,4,1,0,1,0,0,0,0,1,0,1,3,516
New Balance,990v5,Running,Men,US 9.5,Grey,Suede/Mesh,210.72070708830702,223.89191847355468,5.882843594822917,4,2,0,1,1,0,1,0,0,1,1,5,62
Converse,Chuck 70,Casual,Women,US 7,Black,Canvas,119.58828231643332,152.2223047289632,21.438397264208962,2,4,1,0,1,1,0,0,1,0,0,8,603
Fila,Mindblower,Fashion,Men,US 11,White,Synthetic,243.42532305183408,289.74606486870056,15.986668132268466,4,4,1,1,0,1,0,0,0,0,1,10,982
Vans,Sk8-Hi,Skate,Women,US 6,Red/White,Canvas,97.90203398190762,123.75453900183643,20.890146921839513,1,3,0,1,0,0,0,1,1,1,1,7,494
Fila,Mindblower,Fashion,Men,US 11,White,Synthetic,243.42532305183408,265.2783551278261,8.237774267509309,4,3,0,1,1,1,1,0,1,0,0,1,273
Vans,Sk8-Hi,Skate,Men,US 9,Black/White,Suede/Canvas,225.4181162036378,241.1568944843586,6.526364636753774,4,3,1,0,0,1,0,1,0,0,0,4,512
Converse,Chuck 70,Casual,Women,US 9,Pink,Canvas,194.56286064169674,210.62068151911103,7.6240475349317745,3,4,1,0,1,1,1,1,0,0,1,2,70
Asics,Gel-Kayano 27,Running,Women,US 7,Grey,Mesh,192.60921012686373,219.9200695005365,12.418538897199713,3,3,1,0,0,1,1,1,1,1,0,2,436
Reebok,Classic Nylon,Casual,Women,US 7.5,Pink,Nylon,89.38514089068568,123.21233385714686,27.45438862125657,1,1,1,0,0,1,0,1,0,1,1,7,697
Skechers,Elite Flex Wasick,Training,Men,US 8,Navy,Mesh,151.77811111821117,165.00272732499525,8.014786434854742,3,4,0,0,1,1,0,1,1,1,0,3,375
Reebok,Nano X1,Training,Women,US 8.5,Black,Flexweave/Knit,214.48447473365567,262.0672182946623,18.15669425219972,4,2,1,0,1,0,1,1,1,0,1,3,782
Reebok,Nano 9,Training,Men,US 10.5,Red,Mesh,62.440645232940554,102.64598993074839,39.16893852836624,1,4,1,0,1,0,1,0,0,0,0,6,516
Nike,Air Max 2090,Running,Men,US 10.5,Green,Mesh,59.37038170552063,92.83533843686713,36.04764876696649,1,1,1,1,1,0,1,1,1,1,0,6,706
Fila,D-Formation,Fashion,Men,US 9.5,White/Red,Leather/Synthetic,109.05809880958866,152.1956456471483,28.34348292563514,2,1,1,1,1,0,1,1,0,0,0,1,571
Nike,Air Force 1,Basketball,Men,US 11,White,Leather,127.10238094738446,140.309851219869,9.413074105387011,2,3,0,0,0,1,1,0,0,0,1,1,274
Asics,Gel-Cumulus 22,Running,Women,US 8,Pink,Mesh,125.46361079263858,154.53716590196356,18.81330936777298,2,4,0,1,0,1,0,0,1,1,1,6,702
Reebok,Nano X1,Training,Men,US 10,Blue,Mesh,249.56417113639563,284.76789621086215,12.36225204557441,4,4,0,0,1,0,1,0,0,0,0,7,524
New Balance,327,Lifestyle,Men,US 9,Green,Suede/Mesh,53.3895329779162,96.53564922264778,44.694490162095754,1,4,0,0,0,0,0,0,1,0,1,9,667
Fila,T1 Mid,Casual,Men,US 11,White,Leather,153.31452568919582,194.65330809116654,21.237133243381386,3,2,0,0,1,0,1,0,1,0,1,4,829
Puma,RS-2K,Lifestyle,Men,US 10,White,Leather/Synthetic,61.904940069554335,82.98771005809033,25.40468940976721,1,3,0,1,0,0,0,0,0,0,0,10,755
Reebok,Classic Nylon,Casual,Men,US 12,Navy,Nylon,177.19094143274572,224.8261482151139,21.187574114729205,3,1,1,0,0,0,1,0,0,0,0,6,507
Fila,Original Fitness,Casual,Men,US 8.5,White/Red,Leather,166.0935201987392,181.06735385597403,8.269758925811342,3,1,1,0,1,1,0,1,1,0,0,3,689
New Balance,327,Lifestyle,Women,US 6.5,Purple,Suede/Mesh,245.7050936778281,290.7104384226742,15.481158842810878,4,3,1,0,1,1,0,0,0,1,1,4,262
Skechers,Go Walk 5,Walking,Men,US 9,Grey,Mesh,214.2396565100453,263.07726649423006,18.56397956197248,4,1,1,0,1,0,1,1,1,1,0,9,712
Nike,Blazer Mid '77,Casual,Men,US 12,White,Leather,212.1757162015837,229.26185713048872,7.452674920617137,4,1,0,1,0,0,1,0,1,0,1,1,530
Nike,Air Max 97,Running,Women,US 8,Silver,Leather/Synthetic,52.283596690814726,91.16623925896613,42.650264927240954,1,3,1,0,1,1,0,0,1,1,1,5,945
Vans,Era,Skate,Men,US 9.5,Red,Canvas,101.98099584856658,113.59241659968652,10.22200345648072,2,1,0,1,1,1,0,1,1,1,1,7,229
Nike,Blazer Mid '77,Casual,Men,US 10,White/Black,Leather,191.1171725287649,217.3340855343311,12.062955031241453,3,4,1,1,1,1,0,0,1,1,0,3,878
Puma,Calibrate,Running,Men,US 8.5,Grey,Mesh,210.51713591596257,241.16846788386954,12.709510591022447,4,2,1,0,1,0,1,0,0,0,0,2,587
Reebok,DMX Series 2K,Casual,Men,US 9.5,White/Blue,Synthetic,61.52951643980498,94.75532547619034,35.06484608586372,1,3,1,0,1,1,1,0,1,1,1,2,576
New Balance,1080v10,Running,Men,US 10.5,Grey,Mesh,89.84305497881061,137.280544908753,34.555143965572775,1,2,0,1,1,0,1,0,1,0,1,1,71
Converse,Pro Leather,Casual,Men,US 9.5,White/Green,Leather,146.4082116224165,183.2982391141843,20.12568569673352,2,1,1,1,0,0,1,0,1,1,0,5,394
Converse,Jack Purcell,Casual,Women,US 7.5,Black/White,Canvas,206.6396826597252,235.89080070849468,12.4002792651999,4,1,0,1,0,1,0,0,1,1,0,3,626
Asics,Gel-Quantum 360 6,Running,Men,US 10.5,Black/Red,Mesh/Synthetic,154.03397846215023,196.4209799127858,21.579671107157754,3,4,0,1,0,1,1,0,1,0,0,7,812
Asics,GT-2000 10,Running,Men,US 9.5,Grey,Mesh,175.31850221864204,223.3398150568184,21.501456346222717,3,3,1,0,0,1,1,1,1,1,0,1,971
Fila,Original Fitness,Casual,Men,US 10.5,Black,Leather,183.27708271564128,194.1597286629329,5.6049964749302985,3,1,0,1,1,0,1,0,0,0,0,9,70
Nike,React Infinity Run Flyknit 2,Running,Men,US 9.5,Black/White,Flyknit,241.48960380761923,290.7904546978608,16.954081571029043,4,3,0,1,1,1,1,1,0,1,0,2,794
Converse,Chuck 70,Casual,Women,US 7,Egret,Canvas,134.4068520255278,147.852137588075,9.093737690831762,2,3,1,1,0,1,1,1,1,1,0,8,457
New Balance,574,Casual,Women,US 8.5,Navy,Suede/Leather,70.36073658990738,112.93620776065782,37.698690273875066,1,3,1,1,0,0,0,1,1,1,0,10,536
Nike,Air Force 1 '07,Casual,Men,US 9,White/Black,Leather,175.24686428421276,196.46025438626927,10.79780241979526,3,3,1,0,0,1,1,1,1,1,0,4,577
Converse,Jack Purcell,Casual,Women,US 8.5,White,Canvas,200.85299466940455,216.14018097955943,7.072810914135674,3,3,1,0,1,1,0,1,0,0,1,6,465
Converse,Chuck 70,Casual,Women,US 7,Egret,Canvas,134.4068520255278,162.0010776140812,17.03335928066376,2,2,1,0,1,0,1,1,1,0,0,9,321
Adidas,Yeezy Boost 350,Fashion,Women,US 8,Cream White,Primeknit,218.54238043211097,254.30064361001553,14.06141277123226,4,4,1,1,1,0,1,1,1,1,0,7,254
Fila,Original Fitness,Casual,Men,US 10,White/Navy/Red,Leather,107.48191929311594,132.71999309405493,19.016030073971958,2,3,0,1,0,0,1,0,1,0,1,8,347
Asics,Gel-Quantum 180,Running,Men,US 11.5,Black,Mesh,129.5673251004314,141.74994143173936,8.594441880016289,2,2,1,0,0,0,1,0,1,1,0,7,721
Puma,Suede Classic+,Casual,Men,US 8,Red/White,Suede,148.84248945006,182.82093503640866,18.585642601369415,2,1,1,0,0,0,0,0,1,0,0,2,995
Converse,All Star Pro BB,Basketball,Women,US 7,Green,Leather,65.24784359471289,111.34397463913987,41.39975350603585,1,3,0,1,0,1,0,1,1,0,1,9,602
Adidas,NMD_R1,Casual,Men,US 9.5,Black/White,Mesh,96.08333242346998,121.41194706136005,20.861715219087383,1,1,1,0,0,1,1,0,0,0,0,1,157
Nike,Air Zoom Pegasus 38,Running,Men,US 10.5,Blue,Mesh,225.79578005645345,244.44909116168654,7.630754942302151,4,3,0,1,1,0,0,1,1,1,1,2,686
New Balance,Fresh Foam 880v11,Running,Men,US 9.5,Grey,Mesh,64.46329505158772,92.16638888890034,30.057696923231546,1,2,1,1,1,1,0,1,1,0,1,3,201
Skechers,Go Walk 5,Walking,Women,US 7.5,Black,Mesh,146.9392574260094,158.87376586796063,7.511944075065206,2,2,1,1,1,1,1,0,1,0,0,3,62
New Balance,327,Lifestyle,Men,US 8.5,Green,Suede/Mesh,208.91565574003806,251.73515911924906,17.009742909581828,4,2,0,1,1,0,0,1,1,1,1,10,764
Reebok,Nano 9,CrossFit,Men,US 10,Black,Synthetic/Textile,150.12485361408358,193.17848605209105,22.286970623839526,2,4,1,1,1,0,0,1,1,1,1,4,128
Reebok,Club C Revenge,Casual,Women,US 8.5,Pink/White,Leather,182.20285084946406,215.7228693866492,15.538463136750602,3,1,0,1,0,0,1,0,1,1,1,5,955
Nike,Air Force 1,Casual,Men,US 11,White,Leather,183.56093664528132,207.6850522028169,11.615720679780528,3,4,1,0,1,1,1,1,1,0,1,6,603
Vans,Old Skool,Skate,Men,US 8.5,Black/White,Suede/Canvas,229.9666691374545,271.9580037152858,15.440374618204755,4,3,1,0,0,0,0,0,1,0,0,1,218
New Balance,FuelCell Propel v3,Running,Men,US 9.5,Blue/Orange,Mesh,187.31798269852135,219.50546369005605,14.663635451454526,3,1,0,0,1,1,1,1,1,0,1,8,298
Converse,All Star,Casual,Women,US 8.5,Red,Canvas,208.84213250988108,251.87942485188174,17.08646602131509,4,2,1,1,0,1,1,1,0,0,1,6,170
New Balance,327,Lifestyle,Men,US 9.5,Grey,Suede/Mesh,78.16058977853521,113.41894148185604,31.086828392734745,1,1,1,0,0,1,1,0,0,0,0,10,436
Puma,Calibrate Runner,Running,Women,US 9,Grey,Mesh,71.09473999132612,112.47095891983801,36.78835792446846,1,2,0,1,0,1,0,0,0,0,1,9,488
Converse,Chuck Taylor,Casual,Women,US 8,Navy,Canvas,132.2191205201413,166.1616402488517,20.42741012779872,2,4,1,1,0,0,1,0,1,1,0,5,321
Nike,Air Force 1,Casual,Men,US 9,White,Leather,57.203763658285276,83.76940638691192,31.71282198888453,1,4,0,1,0,1,1,1,0,0,1,7,349
Nike,Air Force 1 Low,Casual,Men,US 9.5,White,Leather,220.06960022397908,268.38743462102457,18.00301659623987,4,2,1,1,0,0,0,1,0,0,0,4,770
Vans,Era,Skate,Women,US 7.5,Black/White,Canvas,135.49793758412304,167.14249057927682,18.932680065662037,2,2,0,0,1,1,0,0,0,0,1,6,522
Puma,Calibrate Runner,Running,Men,US 10,Black/Yellow,Mesh,204.2245631703773,238.42814391199886,14.345446045264568,4,3,1,0,0,0,0,0,0,1,0,6,207
Nike,Air Force 1 Low,Casual,Men,US 12,White,Leather,104.0786572769051,122.89816285349508,15.313089422682749,2,4,0,0,0,0,0,0,1,0,1,4,682
Fila,Trailblazer,Hiking,Women,US 8,Beige,Leather/Synthetic,235.27652134601735,270.3025529231084,12.958083894625567,4,4,0,1,1,0,0,1,0,1,0,6,276
Reebok,Aztrek 96,Casual,Women,US 7.5,Yellow,Leather/Synthetic,60.367159823945805,93.23146580326356,35.250229840500204,1,3,1,0,0,1,1,1,0,0,0,8,470
Adidas,NMD_R1,Lifestyle,Women,US 7.5,Pink,Primeknit,104.8143178684382,122.20785378631919,14.232748042767895,2,4,1,0,1,1,0,0,1,1,0,5,73
Skechers,Max Cushioning Elite,Running,Women,US 7,Black,Mesh,174.9567725578805,187.34025645200626,6.610156369300274,3,2,0,0,1,1,1,0,0,1,0,2,791
New Balance,FuelCell Rebel v2,Running,Men,US 10,Black,Mesh,161.54176525000878,195.71613803859964,17.461193098880226,3,1,1,1,0,0,0,0,1,1,0,9,587
Nike,Flyknit Trainer,Running,Men,US 10,Black/White,Flyknit,233.61531043983013,274.16300121384296,14.789629014305344,4,1,0,0,0,1,1,1,0,0,1,4,619
Nike,Air Force 1,Casual,Men,US 9,White,Leather,57.203763658285276,88.1398184951656,35.09884109708842,1,4,1,1,1,1,1,0,0,1,1,4,826
Fila,Trailblazer,Fashion,Men,US 10.5,Black/Gold,Leather/Suede,63.13897179087316,82.20987680365899,23.197827018197188,1,3,1,0,0,1,0,0,0,0,0,7,687
New Balance,574,Casual,Men,US 10,Grey,Suede/Mesh,112.24349901267871,148.9043780804001,24.620417169954905,2,2,0,1,1,0,0,0,1,1,0,10,836
Vans,Sk8-Hi,Skate,Women,US 8,Black/White,Suede/Canvas,80.24936574698691,93.453594811371,14.129182607727214,1,1,0,0,0,1,0,1,0,0,1,10,589
Nike,Air Max 95,Running,Men,US 11,Grey,Synthetic,101.86697946341889,129.54032765549707,21.362728266114477,1,2,1,0,1,1,0,1,0,1,1,6,952
Skechers,Max Cushioning Premier,Running,Women,US 7,Grey/Pink,Mesh,180.6325581062566,197.1672284421934,8.386114906912395,3,4,1,0,0,0,0,0,1,1,0,4,862
Vans,Era,Skate,Women,US 7,Black,Canvas,224.84450493703517,242.2228669794305,7.1745340392949375,4,4,1,1,0,0,0,1,0,0,1,6,177
Skechers,Flex Appeal 4.0,Training,Men,US 8.5,Grey/Orange,Knit,214.43597736328465,232.5277353296128,7.780473129660301,4,1,1,0,1,0,1,0,0,1,0,3,143
Nike,Air Force 1 Low,Casual,Men,US 9,White,Leather,123.81060435218332,149.27888663394242,17.060873681495043,2,4,1,0,1,0,1,0,0,0,0,7,752
Puma,Calibrate Runner,Running,Men,US 10,Blue,Mesh,54.67041926563718,66.71642749045309,18.05553546244612,1,3,0,1,1,0,1,0,0,1,0,6,470
Vans,Era,Skate,Women,US 7.5,Black/White,Canvas,135.49793758412304,161.40967522128696,16.053398039268618,2,4,1,1,1,0,1,0,0,1,1,3,321
Skechers,Go Walk 6,Walking,Men,US 10.5,Black/Grey,Mesh,100.20027665246005,130.66857453704807,23.31723445559547,1,4,1,1,0,1,1,1,1,0,0,1,533
Reebok,Zig Kinetica II,Running,Men,US 10,White,Mesh,246.2355673524589,275.5673387511119,10.644139298795851,4,4,0,1,1,1,0,0,1,0,1,10,54
Asics,Gel-Quantum 360 6,Running,Women,US 7.5,White/Grey,Mesh/Synthetic,207.03790862968168,232.3492726458033,10.893670433264766,4,2,0,0,1,0,0,0,1,0,1,5,206
Reebok,Nano X1,Training,Men,US 9.5,Grey,Knit,228.46049962793046,272.0263639507606,16.015309578859778,4,2,0,0,0,1,1,1,0,1,1,10,101
Vans,Sk8-Hi,Skate,Women,US 7,Black/White,Suede/Canvas,172.7208228474917,188.53389054431184,8.38738735575159,3,1,1,1,0,0,1,0,0,0,1,2,292
Nike,Air Zoom Pegasus 38,Running,Men,US 11,Black,Mesh,246.82206380729957,277.0499335585545,10.910621548612028,4,1,0,0,1,1,0,1,0,0,0,7,712
Asics,Gel-Quantum 90 3,Running,Women,US 9,Pink,Mesh/Synthetic,84.75231862714875,97.23397530541092,12.836723623669002,1,1,0,1,0,0,0,0,0,1,0,7,823
Converse,Chuck 70,Casual,Women,US 6.5,Sunflower,Canvas,131.0205389055133,143.8667660606297,8.929252743265682,2,4,0,0,1,0,0,0,0,0,1,4,469
Nike,Air Jordan 1,Basketball,Men,US 10,Red/Black,Leather,231.28749066888219,264.24212465596605,12.471377919016371,4,2,0,1,0,1,0,0,1,0,0,6,978
Fila,Mindblower,Fashion,Men,US 9.5,White,Leather/Synthetic,156.605773449228,189.24651044474084,17.24773519934667,3,3,1,0,1,1,1,0,1,1,1,1,866
Fila,D-Formation,Fashion,Men,US 9,Black,Leather/Synthetic,109.06029551436656,154.18163602814485,29.265054954755886,2,4,1,1,0,1,1,1,1,1,0,2,474
Puma,RS-2K,Lifestyle,Men,US 10,White,Leather/Synthetic,61.904940069554335,94.21988709595726,34.29737396468339,1,4,1,1,1,1,0,0,0,1,0,6,129
Puma,Calibrate Runner,Running,Men,US 11,Black/White,Mesh,191.41729545333962,239.80893626953363,20.179248350363455,3,4,0,0,1,1,0,1,1,1,0,2,744
Nike,Air Max 90,Casual,Women,US 7.5,Green,Leather,149.7791329071884,161.7269268431856,7.387634310013243,2,3,0,0,0,1,1,1,1,1,0,4,403
New Balance,327,Lifestyle,Women,US 7,Blue,Suede/Mesh,60.92688400019446,74.8471913914241,18.598302932212114,1,1,0,0,0,1,1,1,1,0,0,4,668
New Balance,Fresh Foam More v3,Running,Men,US 11,Black/Grey,Mesh/Synthetic,117.04160947417455,128.8042439369898,9.132179269317747,2,3,0,1,1,1,1,0,1,1,0,10,715
Vans,Sk8-Hi,Skate,Women,US 7,Black/White,Suede/Canvas,109.87911767433624,127.29019168767785,13.678252646568259,2,1,0,0,1,0,0,1,0,1,1,9,342
Adidas,NMD_R1,Running,Women,US 7,Pink,Primeknit,87.22717955066959,118.87798398833671,26.624614058707813,1,3,0,1,0,1,1,1,0,1,0,10,766
Fila,Grant Hill 2,Basketball,Women,US 8,White/Navy,Leather,94.17055659260178,129.9934438496989,27.557456896454163,1,2,1,0,0,1,0,1,1,0,0,7,165
Asics,Gel-Kayano Lite,Running,Men,US 9.5,Black,Mesh,174.25848980992203,186.0818961278688,6.353872442175752,3,4,1,0,0,0,0,0,1,0,0,7,578
Vans,Era,Skate,Men,US 8.5,Black,Canvas,70.84496056166954,118.68379615549351,40.30780708357858,1,4,0,1,0,0,0,0,1,0,1,1,529
Asics,Gel-Quantum 360 6,Running,Women,US 8.5,Pink,Mesh,117.46910935381854,161.15572441983377,27.10832346991618,2,4,1,1,0,0,1,1,1,0,0,5,337
Puma,RS-2K,Lifestyle,Women,US 7.5,White,Leather/Synthetic,243.36909995985707,265.2335992461408,8.243487758876707,4,1,0,0,0,0,1,1,1,1,0,3,717
Puma,Clyde Court,Basketball,Men,US 11,Black,Mesh,245.2027646558427,258.2902658649014,5.066974229646003,4,3,0,1,0,1,0,0,1,1,0,3,526
Skechers,Go Run Razor 3,Running,Men,US 9,Black,Mesh,162.0336366923684,178.82911962113067,9.39191724722762,3,2,1,1,0,1,1,1,1,1,1,6,74
Asics,Gel-Cumulus 23,Running,Men,US 11,Grey,Mesh,147.53341372425288,162.6111902744518,9.272287180698296,2,3,0,0,0,0,0,1,1,0,0,4,480
Adidas,Ultraboost DNA,Running,Men,US 11.5,Black/White,Primeknit,168.12756679892755,183.05891797088543,8.156582229079186,3,4,1,1,1,0,1,1,1,1,1,8,327
Puma,Calibrate Runner,Running,Women,US 8,Grey/White,Mesh,226.031347584297,256.7738151309264,11.972586663852034,4,2,0,0,0,1,0,0,0,0,1,4,366
Fila,Trailblazer,Fashion,Men,US 9,White/Grey,Leather,110.78928024814476,130.62317794788078,15.184056927209216,2,2,0,0,0,1,0,1,1,0,0,8,687
Nike,Air Force 1,Casual,Women,US 8.5,White,Leather,110.78850245100546,135.11409111217122,18.00373925541989,2,4,1,1,1,1,1,1,0,0,0,4,861
Reebok,Club C 85,Casual,Women,US 8.5,Pink,Leather,133.7586638148323,183.33887715020518,27.042934977044176,2,3,0,0,1,1,1,0,0,1,1,3,407
Puma,Calibrate Runner,Running,Men,US 10,Black,Mesh,152.5309506290106,189.9035205860244,19.679766779302234,3,4,0,1,1,0,0,1,1,1,1,5,325
New Balance,574,Casual,Women,US 9,Grey/White,Suede/Mesh,60.47100403749448,108.43023071937453,44.23049399018811,1,3,0,0,1,1,1,0,1,1,0,5,926
Adidas,Adilette Shower,Slides,Women,US 6,Pink,Synthetic,105.23391156417989,120.93617376550452,12.983925084128547,2,2,1,1,1,0,0,0,0,1,0,10,739
Vans,Era,Skate,Women,US 6.5,Black/White,Canvas,170.75909058987753,196.0446695831803,12.897866107282399,3,2,0,1,1,0,0,0,0,0,1,10,393
Converse,Run Star Hike,Casual,Women,US 9,White,Canvas,101.52144406674438,133.71071619803854,24.07381625539925,1,4,0,1,0,0,0,1,1,1,1,1,480
Asics,Gel-Cumulus 22,Running,Women,US 8,Pink,Mesh,125.46361079263858,138.5339332681881,9.43474437432355,2,2,0,1,1,1,0,1,0,0,1,8,608
Converse,Chuck 70,Casual,Men,US 8,Grey,Canvas,200.23560956168362,210.40310730680193,4.832389537998813,3,1,1,1,1,0,0,1,1,0,1,8,761
