Title,Subtitle,Price,Initial Price,Discount (%),Color,Color Description,Badge,Discount Amount,Discount Flag,Price Category,Color Diversity Score,Is Just In,Is Best Seller,Is Coming Soon,Is Member Product,Is Sustainable Materials,Is Launching in SNKRS,Is Sold Out,Is Available in SNKRS,Is Customize,Color_Black,Color_Blue,Color_Brown,Color_Cream,Color_Green,Color_Grey,Color_Khaki,Color_Multi-Color,Color_Orange,Color_Pink,Color_Purple,Color_Red,Color_White,Color_Yellow,Dominant Color,Title Word Count,Subtitle Word Count,Marketing Appeal Score,Sale Quantity
Nike SB Vertebrae,Men's Shoes,51.97,85,38,Blue,Astronomy Blue/Obsidian/Midnight Navy/Wolf Grey,,33.03,1,1,4,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Astronomy Blue,3,2,2,182
Nike SB Vertebrae,Men's Shoes,51.97,85,38,Purple,Dark Raisin/Black/Concord/University Gold,,33.03,1,1,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Dark Raisin,3,2,8,258
Nike SB Vertebrae,Men's Shoes,85.0,85,0,Grey,Light Smoke Grey/Dark Smoke Grey/Black/Dark Team Red,,0.0,0,1,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Light Smoke Grey,3,2,3,813
Nike SB Vertebrae,Men's Shoes,85.0,85,0,Green,Fir/Sequoia/Light Orewood Brown/Black,,0.0,0,1,4,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Fir,3,2,1,923
Nike Zegama 2,Men's Trail Running Shoes,125.97,180,30,Blue,Smokey Blue/Metallic Platinum/Armory Navy,,54.03,1,2,3,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Smokey Blue,3,4,10,385
Nike Zegama 2,Men's Trail Running Shoes,125.97,180,30,Green,Jade Horizon/Phantom/Cement Grey/Burgundy Crush,,54.03,1,2,4,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Jade Horizon,3,4,5,430
Nike Zegama 2,Men's Trail Running Shoes,125.97,180,30,Brown,Khaki/Hyper Crimson/Burgundy Crush/White,,54.03,1,2,4,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Khaki,3,4,3,183
Nike Zegama 2,Men's Trail Running Shoes,180.0,180,0,Black,Black/Wolf Grey/Anthracite/White,,0.0,0,2,4,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,3,4,7,756
Nike Zegama 2,Men's Trail Running Shoes,180.0,180,0,Black,Off Noir/Monarch/Pale Ivory/Black,,0.0,0,2,4,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Off Noir,3,4,6,791
Nike Quest 6,Men's Road Running Shoes,55.97,80,30,Grey,Light Smoke Grey/Ashen Slate/Hyper Royal/Iron Grey,Sustainable Materials,24.03,1,1,4,0,0,0,0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Light Smoke Grey,3,4,2,252
Nike Quest 6,Men's Road Running Shoes,55.97,80,30,White,White/Dusty Cactus/Black,Sustainable Materials,24.03,1,1,3,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,3,4,9,311
Nike Quest 6,Men's Road Running Shoes,80.0,80,0,Blue,Armory Navy/Green Strike/Black/Desert Khaki,Just In,0.0,0,1,4,1,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Armory Navy,3,4,1,702
Nike Quest 6,Men's Road Running Shoes,80.0,80,0,White,White/Hyper Royal/Volt/Black,Sustainable Materials,0.0,0,1,4,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,3,4,8,978
Nike Quest 6,Men's Road Running Shoes,80.0,80,0,Black,Black/Iron Grey/White,Sustainable Materials,0.0,0,1,3,0,0,0,0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,3,4,6,615
Nike Quest 6,Men's Road Running Shoes,80.0,80,0,Black,Black/Dark Smoke Grey,Sustainable Materials,0.0,0,1,2,0,0,0,0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,3,4,8,918
Nike Quest 6,Men's Road Running Shoes,80.0,80,0,White,White/Pure Platinum/Black,Sustainable Materials,0.0,0,1,3,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,3,4,9,642
NikeCourt Lite 4,Men's Tennis Shoes,56.97,80,28,White,White/Hyper Royal/Hyper Crimson,,23.03,1,1,3,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,3,3,6,210
NikeCourt Lite 4,Men's Tennis Shoes,80.0,80,0,White,White/Armory Navy/Denim Turquoise/Volt,,0.0,0,1,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,3,3,9,773
NikeCourt Lite 4,Men's Tennis Shoes,80.0,80,0,Black,Black/Anthracite/White,,0.0,0,1,3,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,3,3,8,932
NikeCourt Lite 4,Men's Tennis Shoes,80.0,80,0,White,White/Summit White/Black,,0.0,0,1,3,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,3,3,6,749
Nike SB Zoom Janoski OG+,Skate Shoes,57.97,95,38,Red,Burgundy Crush/Burgundy Crush/Sail/Black,,37.03,1,1,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Burgundy Crush,5,2,8,285
Nike SB Zoom Janoski OG+,Skate Shoes,95.0,95,0,Black,Black/Black/Summit White/University Red,,0.0,0,1,4,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,5,2,7,553
Nike SB Zoom Janoski OG+,Skate Shoes,95.0,95,0,Brown,Sanddrift/Thunder Blue/Summit White/Smokey Blue,,0.0,0,1,4,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Sanddrift,5,2,4,743
Nike Downshifter 13,Men's Road Running Shoes (Extra Wide),51.97,75,30,Grey,Cool Grey/Dusty Cactus/Pure Platinum/Black,Sustainable Materials,23.03,1,1,4,0,0,0,0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Cool Grey,3,6,8,428
Nike Downshifter 13,Men's Road Running Shoes (Extra Wide),75.0,75,0,Black,Black/Dark Smoke Grey/White,Sustainable Materials,0.0,0,1,3,0,0,0,0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,3,6,7,962
Nike Downshifter 13,Men's Road Running Shoes (Extra Wide),75.0,75,0,Grey,Anthracite/Wolf Grey/Black,Sustainable Materials,0.0,0,1,3,0,0,0,0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Anthracite,3,6,6,449
Nike Downshifter 13,Men's Road Running Shoes (Extra Wide),75.0,75,0,Blue,University Blue/Blue Void/Glacier Blue/White,Sustainable Materials,0.0,0,1,4,0,0,0,0,1,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,University Blue,3,6,8,538
Nike Blazer Low Pro Club,Men's Shoes,59.97,100,40,White,Summit White/White/Phantom/Malachite,,40.03,1,1,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Summit White,5,2,6,338
Nike Air Max TW Next Nature,Men's Shoes,89.97,160,43,White,White/Black/Bright Mandarin,Sustainable Materials,70.03,1,1,3,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,6,2,6,195
Nike Air Force 1 '07,Men's Shoes,80.97,115,29,Black,Black/Vintage Green,,34.03,1,1,2,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,5,2,7,204
Nike Air Force 1 '07,Men's Shoes,80.97,115,29,White,White/White/Safety Orange,,34.03,1,1,3,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,5,2,8,162
Nike Air Force 1 '07,Men's Shoes,69.97,115,39,White,White/Neutral Olive,,45.03,1,1,2,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,5,2,7,315
Nike Air Force 1 '07,Men's Shoes,115.0,115,0,White,White/Gum Light Brown/White,,0.0,0,2,3,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,5,2,7,811
Nike Air Force 1 '07,Men's Shoes,115.0,115,0,White,White/White/Light Smoke Grey,,0.0,0,2,3,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,5,2,6,944
Nike Air Force 1 '07,Men's Shoes,115.0,115,0,White,White/White/Dragon Red,,0.0,0,2,3,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,5,2,8,618
Nike Air Force 1 '07,Men's Shoes,115.0,115,0,Black,Black/Black/White,,0.0,0,2,3,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,5,2,7,633
Nike Air Force 1 '07,Men's Shoes,115.0,115,0,White,White/White/Hyper Royal,,0.0,0,2,3,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,5,2,9,988
Nike Air Force 1 '07,Men's Shoes,115.0,115,0,Blue,Glacier Blue/White,,0.0,0,2,2,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Glacier Blue,5,2,8,167
Nike Air Force 1 ’07,Shoes,135.0,135,0,Brown,Light British Tan/Sesame/Picante Red/Cacao Wow,,0.0,0,2,4,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Light British Tan,5,1,5,420
Nike Zoom Vomero 5,Men's Shoes,112.97,160,29,Grey,Metallic Silver/Pure Platinum/White/Black,,47.03,1,2,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Metallic Silver,4,2,9,314
Nike Zoom Vomero 5,Men's Shoes,112.97,160,29,Grey,Dark Stucco/Light Smoke Grey/Phantom,,47.03,1,2,3,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Dark Stucco,4,2,6,213
Nike Zoom Vomero 5,Men's Shoes,112.97,160,29,Blue,Denim Turquoise/Smokey Blue/Pale Ivory,,47.03,1,2,3,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Denim Turquoise,4,2,5,292
Nike Zoom Vomero 5,Men's Shoes,119.97,170,29,Purple,Platinum Violet/Light Violet Ore/Team Gold/Dark Raisin,,50.03,1,2,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Platinum Violet,4,2,4,171
Nike Zoom Vomero 5,Men's Shoes,104.97,160,34,Grey,Metallic Silver/University Red/White/Black,,55.03,1,2,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Metallic Silver,4,2,10,348
Nike Zoom Vomero 5,Men's Shoes,112.97,160,29,Black,Black/Sequoia/Flat Pewter/Metallic Pewter,,47.03,1,2,4,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,4,2,9,469
Nike Zoom Vomero 5,Men's Shoes,119.97,170,29,Brown,Khaki/Light Orewood Brown/Sesame/Phantom,,50.03,1,2,4,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Khaki,4,2,5,303
Nike Waffle Nav,Men's Shoes,56.97,80,28,Grey,Wolf Grey/Cool Grey/White/University Red,,23.03,1,1,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Wolf Grey,3,2,3,296
Nike Waffle Nav,Men's Shoes,80.0,80,0,White,White/Phantom/Summit White/Black,,0.0,0,1,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,3,2,7,642
Nike Waffle Nav,Men's Shoes,80.0,80,0,Black,Black/Off Noir/White,,0.0,0,1,3,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,3,2,9,800
Nike Waffle Nav,Men's Shoes,80.0,80,0,Grey,Flat Silver/White/Photon Dust/Hyper Royal,,0.0,0,1,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Flat Silver,3,2,1,37
Nike Waffle Nav,Men's Shoes,80.0,80,0,Brown,Mink Brown/Ironstone/Light Bone/Vast Grey,,0.0,0,1,4,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Mink Brown,3,2,3,182
Nike Waffle Nav,Men's Shoes,80.0,80,0,White,Sail/Light Bone/White/Malachite,,0.0,0,1,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Sail,3,2,7,632
Nike Winflo 11,Men's Road Running Shoes,72.97,105,30,Grey,Pure Platinum/Armory Navy/Photon Dust/Dusty Cactus,Sustainable Materials,32.03,1,1,4,0,0,0,0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Pure Platinum,3,4,7,466
Nike Winflo 11,Men's Road Running Shoes,72.97,105,30,Blue,Midnight Navy/Star Blue/Dark Obsidian/White,Sustainable Materials,32.03,1,1,4,0,0,0,0,1,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Midnight Navy,3,4,7,212
Nike Winflo 11 PRM,Men's Road Running Shoes,79.97,115,30,Orange,Hyper Crimson/Safety Orange/Metallic Silver,Sustainable Materials,35.03,1,1,3,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Hyper Crimson,4,4,9,316
Nike Winflo 11,Men's Road Running Shoes,105.0,105,0,Black,Black/Anthracite,Sustainable Materials,0.0,0,2,2,0,0,0,0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,3,4,7,702
Nike Winflo 11,Men's Road Running Shoes,105.0,105,0,Black,Black/Anthracite/Cool Grey/White,Sustainable Materials,0.0,0,2,4,0,0,0,0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,3,4,9,950
Nike Winflo 11 SE,Men's Road Running Shoes,115.0,115,0,White,White/Metallic Gold/Light Smoke Grey/Black,,0.0,0,2,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,4,4,7,885
Nike Winflo 11,Men's Road Running Shoes,105.0,105,0,Brown,Light Orewood Brown/Summit White/Light Lemon Twist/Sequoia,Sustainable Materials,0.0,0,2,4,0,0,0,0,1,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Light Orewood Brown,3,4,6,421
Nike Winflo 11,Men's Road Running Shoes,105.0,105,0,White,White/Ashen Slate/Anthracite/Metallic Silver,Sustainable Materials,0.0,0,2,4,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,3,4,8,901
Nike Journey Run,Men's Road Running Shoes,62.97,90,30,White,White/Dusty Cactus/Pure Platinum/Black,Sustainable Materials,27.03,1,1,4,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,3,4,8,318
Nike Journey Run PRM,Men's Road Running Shoes,69.97,100,30,Orange,Hyper Crimson/Wolf Grey/Safety Orange/Metallic Silver,Sustainable Materials,30.03,1,1,4,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Hyper Crimson,4,4,7,418
Nike Journey Run,Men's Road Running Shoes,90.0,90,0,Black,Black/Anthracite/White,Sustainable Materials,0.0,0,1,3,0,0,0,0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,3,4,7,928
Nike Journey Run,Men's Road Running Shoes,90.0,90,0,White,White/Fire Red/Cement Grey/Black,Sustainable Materials,0.0,0,1,4,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,3,4,6,509
Nike Journey Run,Men's Road Running Shoes,90.0,90,0,Red,Burgundy Crush/Monarch/Total Orange/Black,Sustainable Materials,0.0,0,1,4,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Burgundy Crush,3,4,9,172
Nike Journey Run,Men's Road Running Shoes,90.0,90,0,Blue,Armory Navy/Green Strike/Pale Ivory/Desert Khaki,Sustainable Materials,0.0,0,1,4,0,0,0,0,1,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Armory Navy,3,4,5,46
Nike Journey Run,Men's Road Running Shoes,90.0,90,0,White,White/Black/Ashen Slate/Metallic Silver,Sustainable Materials,0.0,0,1,4,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,3,4,8,549
Nike Precision 7 EasyOn,Men's Basketball Shoes,54.97,80,31,Grey,Football Grey/Pure Platinum/Plum Dust/Royal Pulse,Sustainable Materials,25.03,1,1,4,0,0,0,0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Football Grey,4,3,9,390
Nike Precision 7 EasyOn,Men's Basketball Shoes,56.97,80,28,Orange,Total Orange/Laser Orange/Photon Dust/Black,Sustainable Materials,23.03,1,1,4,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Total Orange,4,3,9,221
Nike Precision 7 EasyOn,Men's Basketball Shoes,80.0,80,0,Black,Black/Parachute Beige/Smoke Grey/Metallic Gold,Sustainable Materials,0.0,0,1,4,0,0,0,0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,4,3,8,678
Nike Precision 7 EasyOn,Men's Basketball Shoes,80.0,80,0,Blue,Photo Blue/Volt/White,Sustainable Materials,0.0,0,1,3,0,0,0,0,1,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Photo Blue,4,3,8,870
Nike SB Janoski+ Slip,Skate Shoes,59.97,85,29,Blue,Denim Turquoise/Denim Turquoise/Gum Light Brown/Cacao Wow,,25.03,1,1,4,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Denim Turquoise,4,2,5,181
Nike SB Janoski+ Slip,Skate Shoes,85.0,85,0,White,Summit White/Summit White/White/Black,,0.0,0,1,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Summit White,4,2,6,930
Nike SB Janoski+ Slip,Skate Shoes,85.0,85,0,Black,Black/Black/Black/White,,0.0,0,1,4,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,4,2,7,797
Nike SB Janoski+ Slip,Skate Shoes,85.0,85,0,Blue,Thunder Blue/Thunder Blue/Sail/Sundial,Just In,0.0,0,1,4,1,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Thunder Blue,4,2,8,26
Nike SB Janoski+ Slip,Skate Shoes,85.0,85,0,Grey,Wolf Grey/Wolf Grey/Summit White/Navy,,0.0,0,1,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Wolf Grey,4,2,8,123
Nike Air Max Alpha Trainer 6,Men's Workout Shoes,65.97,95,30,Grey,Light Smoke Grey/White/Black/Particle Grey,Best Seller,29.03,1,1,4,0,1,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Light Smoke Grey,6,3,10,936
Nike Air Max Alpha Trainer 6,Men's Workout Shoes,65.97,95,30,Grey,Light Smoke Grey/White/Black/Particle Grey,Best Seller,29.03,1,1,4,0,1,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Light Smoke Grey,6,3,9,929
Nike Air Max Alpha Trainer 6,Men's Workout Shoes,65.97,95,30,Green,Barely Green/Vapor Green/Black,Best Seller,29.03,1,1,3,0,1,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Barely Green,6,3,9,942
Nike Air Max Alpha Trainer 6,Men's Workout Shoes,95.0,95,0,White,White/Hot Curry/Black/Light Curry,Best Seller,0.0,0,1,4,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,6,3,10,916
Nike Air Max Alpha Trainer 6,Men's Workout Shoes,95.0,95,0,Red,Dark Team Red/Burgundy Crush/Off Noir/Picante Red,Best Seller,0.0,0,1,4,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Dark Team Red,6,3,10,983
Nike Air Max Alpha Trainer 6,Men's Workout Shoes,95.0,95,0,Blue,Diffused Blue/Blue Void/Thunder Blue/Hyper Royal,Best Seller,0.0,0,1,4,0,1,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Diffused Blue,6,3,8,968
Nike Air Max Alpha Trainer 6,Men's Workout Shoes,95.0,95,0,Black,Black/Black/White,Best Seller,0.0,0,1,3,0,1,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,6,3,10,838
Nike Air Max Alpha Trainer 6,Men's Workout Shoes,95.0,95,0,Grey,Cool Grey/Wolf Grey/Pure Platinum/White,Best Seller,0.0,0,1,4,0,1,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Cool Grey,6,3,10,850
Nike Air Max Alpha Trainer 6,Men's Workout Shoes,95.0,95,0,Black,Black/Black/Anthracite,Best Seller,0.0,0,1,3,0,1,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,6,3,9,804
Nike Air Max Alpha Trainer 6,Men's Workout Shoes,95.0,95,0,Grey,Light Silver/Dark Stucco/Pure Platinum/Anthracite,Best Seller,0.0,0,1,4,0,1,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Light Silver,6,3,9,815
Nike Air Max Alpha Trainer 6,Men's Workout Shoes,95.0,95,0,White,Sail/Coconut Milk/Team Gold/Black,Best Seller,0.0,0,1,4,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Sail,6,3,10,954
Nike Metcon 1 OG,Men's Workout Shoes,104.97,150,30,Black,Black/White/Metallic Cool Grey,Best Seller,45.03,1,2,3,0,1,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,4,3,10,943
"Giannis Immortality 4 ""Christmas""",Basketball Shoes,59.97,85,29,Green,Dusty Cactus/Royal Pulse/Green Frost/White,Best Seller,25.03,1,1,4,0,1,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Dusty Cactus,4,2,8,901
"Giannis Immortality 4 ""Halloween""",Basketball Shoes,59.97,85,29,Green,Cyber/Sundial/Lightning/Bright Mandarin,Best Seller,25.03,1,1,4,0,1,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Cyber,4,2,8,945
"Giannis Immortality 4 ""Blue""",Basketball Shoes,59.97,85,29,Blue,Racer Blue/White/Light Photo Blue/University Blue,Best Seller,25.03,1,1,4,0,1,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Racer Blue,4,2,8,991
Giannis Immortality 4,Basketball Shoes,85.0,85,0,White,White/Pure Platinum/Black,Best Seller,0.0,0,1,3,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,3,2,10,855
Giannis Immortality 4,Basketball Shoes,85.0,85,0,Purple,Hyper Violet/Green Strike/Bold Berry/Black,Just In,0.0,0,1,4,1,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Hyper Violet,3,2,3,374
Giannis Immortality 4,Basketball Shoes,85.0,85,0,Black,Black/University Red/Team Red,Best Seller,0.0,0,1,3,0,1,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,3,2,10,957
Giannis Immortality 4,Basketball Shoes,85.0,85,0,Black,Black/Black/Black,Best Seller,0.0,0,1,3,0,1,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,3,2,10,923
"Jordan Heir Series ""Classic""",Basketball Shoes,93.97,110,14,Black,Black/Sail/Metallic Gold,,16.03,1,1,3,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,4,2,8,379
Jordan Heir Series,Basketball Shoes,93.97,110,14,Orange,Orange Pulse/Hyper Crimson/Electro Green/Ghost Green,,16.03,1,1,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Orange Pulse,3,2,7,224
Nike SB Dunk Low Pro,Skate Shoes,87.97,125,29,Brown,Sesame/Pear/Fir/Metallic Silver,,37.03,1,1,4,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Sesame,5,2,1,208
Nike SB Dunk Low Pro,Skate Shoes,115.0,115,0,Orange,Burnt Sunrise/Gum Light Brown/Vintage Green,,0.0,0,2,3,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Burnt Sunrise,5,2,1,378
Nike SB Dunk Low Pro,Skate Shoes,125.0,125,0,Brown,Celestial Gold/Dark Team Red/Armory Navy/Black,,0.0,0,2,4,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Celestial Gold,5,2,4,874
Nike SB Dunk Low Pro,Skate Shoes,115.0,115,0,Grey,Light Carbon/Monarch/Summit White/Sesame,,0.0,0,2,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Light Carbon,5,2,10,591
Nike Pegasus EasyOn,Men's Road Running Shoes,111.97,140,20,Grey,Pure Platinum/Ashen Slate/Racer Blue/Metallic Silver,Sustainable Materials,28.03,1,2,4,0,0,0,0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Pure Platinum,3,4,6,452
Nike Pegasus EasyOn,Men's Road Running Shoes,140.0,140,0,Black,Black/White/Anthracite,Sustainable Materials,0.0,0,2,3,0,0,0,0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,3,4,7,863
Nike Pegasus EasyOn,Men's Road Running Shoes,140.0,140,0,Black,Black/Anthracite/Photon Dust/White,Sustainable Materials,0.0,0,2,4,0,0,0,0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,3,4,9,923
Nike Pegasus EasyOn,Men's Road Running Shoes,140.0,140,0,White,White/Pure Platinum/Dark Smoke Grey/White,Sustainable Materials,0.0,0,2,4,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,3,4,8,824
Nike Dunk Low Retro SE Leather/Suede,Men's Shoes,75.97,125,39,Brown,Amber Brown/White/Dark Pony,,49.03,1,1,3,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Amber Brown,6,2,1,345
